species	Merian	nb_fusion	nb_fission	size	chrom_size	tot_bp_A	tot_bp_B	avg_PC1	avg_insulation	avg_TAD_length	avg_ratio_inter_intra	avg_S	avg_slope_loglog_all	avg_slope_loglog_0_10	avg_R1_interchrom	avg_R1_interchrom_norRNA	strength
Emontana	M9	5	2	21430685	21505804	5480000	14960000	-0.302481	0.066567	339617	14.9589	2.26356	-0.258078	-0.513958	2.10719e-4	2.10609e-4	2.88847026
Epalarica	M9	4	1	19940546	60991950	880000	18160000	-0.613162	-0.00459156	326483	2.34043	2.51017	-0.800742	-0.97154	0.00101661	0.00103424	2.209016067
Epharte	M9	7	2	22980309	23054343	4600000	11720000	-0.401306	0.0641261	474935	1.80469	2.74009	-0.531844	-0.691503	0.00251291	0.00250601	3.508801895
Epronoe	M9	5	2	19819655	28786611	3880000	11800000	-0.581915	0.122849	446476	1.8453	2.83227	-0.768953	-0.775748	0.00274248	0.00275088	3.435479826
Erondoui	M9	6	15	23041493	20351981	12560000	7400000	0.238406	0.11908	354984	17.4251	2.09177	-0.429044	-0.772029	6.49994e-4	6.49591e-4	4.916602434
Estirius	M9	5	2	20439294	20478810	5760000	13920000	-0.313559	0.0391039	316869	7.51979	2.27046	-0.340714	-0.567885	5.21802e-4	5.15109e-4	2.927551266
Esudetica	M9	2	1	19185663	28323266	6120000	12120000	-0.343356	0.0723383	330255	11.0971	2.36017	-0.508863	-0.713775	3.77325e-4	3.7771e-4	3.453705985
Etriaria	M9	4	1	18572689	33856382	4800000	13080000	-0.39823	0.0738935	302797	8.46463	2.29884	-0.543322	-0.735598	7.98866e-4	8.00493e-4	3.12077779
Mcinxia	M9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M9	0	0	15669228	15679882	NA	NA	NA	NA	309323	22.9843	2.14766	-0.36681	-0.420733	3.66071e-4	3.66357e-4	3.14029085
X2575	M9	0	0	21567562	21572355	8520000	11480000	0.118508	0.0453978	304687	2.37708	2.42044	-0.360966	-0.512744	0.00164711	0.00165233	3.315134226
X2576	M9	0	0	22545010	22664527	15280000	5480000	0.335427	0.0641672	343015	2.26019	2.34729	0.182338	-0.43828	0.00171791	0.00172429	3.373813656
X3252	M9	0	0	22399051	22438315	6080000	12840000	-0.22126	0.0634216	350772	6.18109	2.5274	-0.384616	-0.408481	0.00125049	0.00125291	2.887534821
X3258	M9	7	14	19390579	35515812	6080000	12120000	-0.11609	0.0719178	318000	3.21325	2.30138	-0.613795	-0.727644	0.00123766	0.0012338	3.387146375
X3311	M9	4	1	18299803	34884346	5080000	12640000	-0.276798	-0.0230883	305254	3.46661	2.22135	-0.533472	-0.655632	0.0018052	0.00182518	2.696639756
X3506	M9	4	1	21220678	21234523	6320000	13760000	-0.322392	0.0365332	296397	1.04493	2.38217	-0.314858	-0.573019	8.84293e-4	8.99159e-4	3.937849146
X3531	M9	6	15	19944502	36500410	6280000	12560000	-0.215832	0.0382609	280371	1.11869	2.3848	-0.554553	-0.732241	0.00126463	0.0012785	4.173997864
X3737	M9	7	14	18882579	34546244	7200000	10880000	0.128315	0.049833	309250	1.83437	2.17033	-0.6716	-0.809082	0.00151433	0.00148179	4.083835302
C0001	MZ	3	0	22932220	42834750	NA	NA	NA	NA	261779	NA	NA	-0.913205	-0.878548	0.00117459	0.00117582	2.162290926
C0055	MZ	2	0	20405491	39193404	NA	NA	NA	NA	247768	NA	NA	-0.788164	-0.898629	0.00138543	0.00138723	2.492232439
C0080	MZ	3	0	21906109	57446302	NA	NA	NA	NA	277038	NA	NA	-1.2359	-1.19387	5.00658e-4	5.00671e-4	1.369479492
C0100	MZ	2	0	18840813	36212410	NA	NA	NA	NA	235603	NA	NA	-0.811176	-0.83368	2.84436e-4	2.8342e-4	2.049684662
Eaethiops	MZ	3	0	20439917	37891540	NA	NA	NA	NA	276493	NA	NA	-0.58143	-0.645289	7.88581e-4	7.9085e-4	2.146475477
Ealbergana	MZ	3	0	19559627	39378812	NA	NA	NA	NA	673926	NA	NA	-1.39676	-1.51954	0.00159923	0.00161004	1.842238931
Ebubastis	MZ	2	0	21976650	21983855	NA	NA	NA	NA	273145	NA	NA	-0.40641	-0.581978	2.56287e-4	2.58297e-4	2.465800111
Echristi	MZ	5	0	23353369	59666597	NA	NA	NA	NA	262264	NA	NA	-0.905325	-0.822471	3.48574e-4	3.49658e-4	1.155079028
Edisa	MZ	0	0	25759680	25782531	NA	NA	NA	NA	259918	NA	NA	-0.365633	-0.612998	6.75442e-4	6.79653e-4	2.462782464
Eembla	MZ	0	0	27272785	27281910	NA	NA	NA	NA	288667	NA	NA	-0.471598	-0.66907	0.00151613	0.00152802	2.61829962
Eepiphron	MZ	6	0	21549467	55946633	NA	NA	NA	NA	243420	NA	NA	-1.1212	-1.0895	0.00123082	0.00123032	1.926741746
Eeriphyle	MZ	2	0	23259584	23327162	NA	NA	NA	NA	260598	NA	NA	-0.44376	-0.607559	7.8353e-4	7.88102e-4	2.986150656
Eflavofasciata	MZ	4	0	22652636	60306531	NA	NA	NA	NA	271175	NA	NA	-0.841797	-0.784495	6.97696e-4	6.98758e-4	1.971629844
Egorge	MZ	3	0	21870630	41289582	NA	NA	NA	NA	243614	NA	NA	-0.904025	-0.916896	7.12394e-4	7.15412e-4	0.856782092
Eligea	MZ	2	0	21427879	21448851	NA	NA	NA	NA	245412	NA	NA	-0.571706	-0.647984	0.00219144	0.00222861	2.51299832
Emanto	MZ	2	0	21486506	21557115	NA	NA	NA	NA	250560	NA	NA	-0.634088	-0.765017	3.44983e-4	3.44799e-4	2.331578893
Emedusa	MZ	4	0	20375655	56675833	NA	NA	NA	NA	249741	NA	NA	-0.886709	-0.881519	2.71141e-4	2.7119e-4	1.381073186
Emelampus	MZ	3	0	20527994	47278299	NA	NA	NA	NA	263325	NA	NA	-1.16919	-1.08411	4.65932e-4	4.6457e-4	1.036326031
Emelancholica	MZ	4	0	20354749	37865109	NA	NA	NA	NA	246325	NA	NA	-0.632094	-0.715291	7.59235e-4	7.58936e-4	2.028809415
Emeolans	MZ	3	0	20697749	37839251	NA	NA	NA	NA	275635	NA	NA	-0.759766	-0.82243	3.57075e-4	3.55774e-4	1.00733643
Emnestra	MZ	3	0	20974772	38343141	NA	NA	NA	NA	284597	NA	NA	-0.989502	-0.905482	4.08863e-4	4.10023e-4	2.047595795
Emontana	MZ	4	0	23386024	43273759	NA	NA	NA	NA	280926	NA	NA	-0.621414	-0.668182	2.20909e-4	2.18873e-4	0.943626696
Epalarica	MZ	3	0	20982148	38410055	NA	NA	NA	NA	248867	NA	NA	-1.04787	-1.12621	0.00103803	0.00105462	1.734453503
Epharte	MZ	6	0	24867718	45844451	NA	NA	NA	NA	591000	NA	NA	-1.17524	-0.933683	0.00252872	0.00253252	2.103686235
Epronoe	MZ	4	0	19676093	54007186	NA	NA	NA	NA	868455	NA	NA	-1.14204	-1.01506	0.00267179	0.00266325	2.11392617
Erondoui	MZ	4	0	22295516	41620833	NA	NA	NA	NA	287267	NA	NA	-0.631573	-0.704887	6.60392e-4	6.62051e-4	0.987104825
Estirius	MZ	4	0	22920569	41748716	NA	NA	NA	NA	252417	NA	NA	-0.683303	-0.694239	4.9858e-4	4.99539e-4	2.02744751
Esudetica	MZ	3	0	20096345	47802122	NA	NA	NA	NA	277913	NA	NA	-1.13365	-1.03856	3.87177e-4	3.84538e-4	2.22677885
Etriaria	MZ	4	0	21522013	39627365	NA	NA	NA	NA	290068	NA	NA	-0.902316	-0.978702	8.53765e-4	8.48549e-4	1.002026398
Mcinxia	MZ	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	MZ	0	0	17140739	17145195	NA	NA	NA	NA	262984	19.178	NA	-0.463449	-0.486213	4.30231e-4	4.30641e-4	2.047755685
X2575	MZ	2	0	22107421	23052056	NA	NA	NA	NA	260786	NA	NA	-0.384891	-0.489192	0.00160896	0.00162288	2.584764628
X2576	MZ	2	0	23560605	23698105	NA	NA	NA	NA	255198	NA	NA	-0.343342	-0.549757	0.00171545	0.00171452	2.456430962
X3252	MZ	1	0	22312353	42344041	NA	NA	NA	NA	347371	NA	NA	-0.600691	-0.617979	0.00127113	0.00127046	2.227309174
X3258	MZ	3	0	22459924	59643170	NA	NA	NA	NA	283526	NA	NA	-0.930803	-0.806227	0.00127327	0.00127089	2.324321426
X3311	MZ	3	0	18524479	35339010	NA	NA	NA	NA	252514	NA	NA	-0.723723	-0.771536	0.00177839	0.00175505	2.244992891
X3506	MZ	3	0	22077887	41158202	NA	NA	NA	NA	246798	NA	NA	-0.700137	-0.77575	8.86234e-4	8.89934e-4	2.739924385
X3531	MZ	4	0	24740243	62330422	NA	NA	NA	NA	279402	NA	NA	-1.25386	-1.04418	0.00142141	0.00145152	2.562659365
X3737	MZ	3	0	23393797	59681672	NA	NA	NA	NA	256461	NA	NA	-0.988611	-1.03256	0.00148748	0.00147578	2.442363062
